origin,destination,origin_latitude,origin_longitude,destination_latitude,destination_longitude
MEX,LIM,194.363,-990.721,-120.219,-771.143
MEX,LIM,194.363,-990.721,-120.219,-771.143
MEX,LIM,194.363,-990.721,-120.219,-771.143
MEX,LIM,194.363,-990.721,-120.219,-771.143
MEX,LIM,194.363,-990.721,-120.219,-771.143
MEX,LIM,194.363,-990.721,-120.219,-771.143
MEX,LIM,194.363,-990.721,-120.219,-771.143
MEX,LIM,194.363,-990.721,-120.219,-771.143
MEX,LIM,194.363,-990.721,-120.219,-771.143
MEX,LIM,194.363,-990.721,-120.219,-771.143
MEX,LIM,194.363,-990.721,-120.219,-771.143
MEX,LIM,194.363,-990.721,-120.219,-771.143
MEX,LIM,194.363,-990.721,-120.219,-771.143
MEX,LIM,194.363,-990.721,-120.219,-771.143
MEX,LIM,194.363,-990.721,-120.219,-771.143
MEX,LIM,194.363,-990.721,-120.219,-771.143
MEX,LIM,194.363,-990.721,-120.219,-771.143
MEX,LIM,194.363,-990.721,-120.219,-771.143
MEX,LIM,194.363,-990.721,-120.219,-771.143
MEX,LIM,194.363,-990.721,-120.219,-771.143
MEX,LIM,194.363,-990.721,-120.219,-771.143
MEX,LIM,194.363,-990.721,-120.219,-771.143
MEX,LIM,194.363,-990.721,-120.219,-771.143
MEX,LIM,194.363,-990.721,-120.219,-771.143
MEX,LIM,194.363,-990.721,-120.219,-771.143
MEX,LIM,194.363,-990.721,-120.219,-771.143
MEX,LIM,194.363,-990.721,-120.219,-771.143
MEX,LIM,194.363,-990.721,-120.219,-771.143
MEX,LIM,194.363,-990.721,-120.219,-771.143
MEX,LIM,194.363,-990.721,-120.219,-771.143
MEX,LIM,194.363,-990.721,-120.219,-771.143
MEX,LIM,194.363,-990.721,-120.219,-771.143
MEX,LIM,194.363,-990.721,-120.219,-771.143
MEX,LIM,194.363,-990.721,-120.219,-771.143
MEX,LIM,194.363,-990.721,-120.219,-771.143
MEX,LIM,194.363,-990.721,-120.219,-771.143
MEX,LIM,194.363,-990.721,-120.219,-771.143
MEX,LIM,194.363,-990.721,-120.219,-771.143
MEX,LIM,194.363,-990.721,-120.219,-771.143
MEX,LIM,194.363,-990.721,-120.219,-771.143
MEX,LIM,194.363,-990.721,-120.219,-771.143
MEX,LIM,194.363,-990.721,-120.219,-771.143
MEX,LIM,194.363,-990.721,-120.219,-771.143
MEX,LIM,194.363,-990.721,-120.219,-771.143
MEX,HAV,194.363,-990.721,229.892,-824.091
MEX,BOG,194.363,-990.721,470.159,-741.469
MEX,BOG,194.363,-990.721,470.159,-741.469
MEX,BOG,194.363,-990.721,470.159,-741.469
MEX,BOG,194.363,-990.721,470.159,-741.469
MEX,BOG,194.363,-990.721,470.159,-741.469
MEX,BOG,194.363,-990.721,470.159,-741.469
MEX,BOG,194.363,-990.721,470.159,-741.469
MEX,BOG,194.363,-990.721,470.159,-741.469
MEX,BOG,194.363,-990.721,470.159,-741.469
MEX,BOG,194.363,-990.721,470.159,-741.469
MEX,BOG,194.363,-990.721,470.159,-741.469
MEX,BOG,194.363,-990.721,470.159,-741.469
MEX,BOG,194.363,-990.721,470.159,-741.469
MEX,BOG,194.363,-990.721,470.159,-741.469
MEX,BOG,194.363,-990.721,470.159,-741.469
MEX,BOG,194.363,-990.721,470.159,-741.469
MEX,BOG,194.363,-990.721,470.159,-741.469
MEX,BOG,194.363,-990.721,470.159,-741.469
MEX,BOG,194.363,-990.721,470.159,-741.469
MEX,BOG,194.363,-990.721,470.159,-741.469
MEX,BOG,194.363,-990.721,470.159,-741.469
MEX,BOG,194.363,-990.721,470.159,-741.469
MEX,BOG,194.363,-990.721,470.159,-741.469
MEX,BOG,194.363,-990.721,470.159,-741.469
MEX,BOG,194.363,-990.721,470.159,-741.469
MEX,BOG,194.363,-990.721,470.159,-741.469
MEX,BOG,194.363,-990.721,470.159,-741.469
MEX,BOG,194.363,-990.721,470.159,-741.469
MEX,BOG,194.363,-990.721,470.159,-741.469
MEX,BOG,194.363,-990.721,470.159,-741.469
MEX,BOG,194.363,-990.721,470.159,-741.469
MEX,BOG,194.363,-990.721,470.159,-741.469
MEX,BOG,194.363,-990.721,470.159,-741.469
MEX,BOG,194.363,-990.721,470.159,-741.469
MEX,BOG,194.363,-990.721,470.159,-741.469
MEX,BOG,194.363,-990.721,470.159,-741.469
MEX,BOG,194.363,-990.721,470.159,-741.469
MEX,BOG,194.363,-990.721,470.159,-741.469
MEX,BOG,194.363,-990.721,470.159,-741.469
MEX,BOG,194.363,-990.721,470.159,-741.469
MEX,BOG,194.363,-990.721,470.159,-741.469
MEX,BOG,194.363,-990.721,470.159,-741.469
MEX,BOG,194.363,-990.721,470.159,-741.469
MEX,BOG,194.363,-990.721,470.159,-741.469
MEX,BOG,194.363,-990.721,470.159,-741.469
MEX,BOG,194.363,-990.721,470.159,-741.469
MEX,BOG,194.363,-990.721,470.159,-741.469
MEX,BOG,194.363,-990.721,470.159,-741.469
MEX,BOG,194.363,-990.721,470.159,-741.469
MEX,BOG,194.363,-990.721,470.159,-741.469
MEX,BOG,194.363,-990.721,470.159,-741.469
MEX,BOG,194.363,-990.721,470.159,-741.469
MEX,BOG,194.363,-990.721,470.159,-741.469
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,LAX,194.363,-990.721,339.425,-118.408
MEX,LAX,194.363,-990.721,339.425,-118.408
MEX,JFK,194.363,-990.721,406.398,-737.789
MEX,TAM,194.363,-990.721,222.964,-978.659
MEX,TAM,194.363,-990.721,222.964,-978.659
MEX,TAM,194.363,-990.721,222.964,-978.659
MEX,TAM,194.363,-990.721,222.964,-978.659
MEX,TAM,194.363,-990.721,222.964,-978.659
MEX,TAM,194.363,-990.721,222.964,-978.659
MEX,TAM,194.363,-990.721,222.964,-978.659
MEX,TAM,194.363,-990.721,222.964,-978.659
MEX,TAM,194.363,-990.721,222.964,-978.659
MEX,TAM,194.363,-990.721,222.964,-978.659
MEX,TAM,194.363,-990.721,222.964,-978.659
MEX,TAM,194.363,-990.721,222.964,-978.659
MEX,TAM,194.363,-990.721,222.964,-978.659
MEX,TAM,194.363,-990.721,222.964,-978.659
MEX,TAM,194.363,-990.721,222.964,-978.659
MEX,TAM,194.363,-990.721,222.964,-978.659
MEX,TAM,194.363,-990.721,222.964,-978.659
MEX,TAM,194.363,-990.721,222.964,-978.659
MEX,TAM,194.363,-990.721,222.964,-978.659
TAM,MEX,222.964,-978.659,194.363,-990.721
TAM,MEX,222.964,-978.659,194.363,-990.721
TAM,MEX,222.964,-978.659,194.363,-990.721
TAM,MEX,222.964,-978.659,194.363,-990.721
TAM,MEX,222.964,-978.659,194.363,-990.721
TAM,MEX,222.964,-978.659,194.363,-990.721
TAM,MEX,222.964,-978.659,194.363,-990.721
TAM,MEX,222.964,-978.659,194.363,-990.721
TAM,MEX,222.964,-978.659,194.363,-990.721
TAM,MEX,222.964,-978.659,194.363,-990.721
TAM,MEX,222.964,-978.659,194.363,-990.721
MEX,TRC,194.363,-990.721,255.683,-103.411
MEX,PXM,194.363,-990.721,158.769,-970.891
MEX,PXM,194.363,-990.721,158.769,-970.891
PXM,MEX,158.769,-970.891,194.363,-990.721
PXM,MEX,158.769,-970.891,194.363,-990.721
MEX,CUN,194.363,-990.721,210.365,-868.771
CUN,MEX,210.365,-868.771,194.363,-990.721
CUN,MEX,210.365,-868.771,194.363,-990.721
CUN,MEX,210.365,-868.771,194.363,-990.721
CUN,MEX,210.365,-868.771,194.363,-990.721
CUN,MEX,210.365,-868.771,194.363,-990.721
CUN,MEX,210.365,-868.771,194.363,-990.721
CUN,MEX,210.365,-868.771,194.363,-990.721
CUN,MEX,210.365,-868.771,194.363,-990.721
CUN,MEX,210.365,-868.771,194.363,-990.721
CUN,MEX,210.365,-868.771,194.363,-990.721
CUN,MEX,210.365,-868.771,194.363,-990.721
CUN,MEX,210.365,-868.771,194.363,-990.721
ACA,MEX,167.571,-99.754,194.363,-990.721
MEX,ACA,194.363,-990.721,167.571,-99.754
ZIH,MEX,176.016,-101.461,194.363,-990.721
ZIH,MEX,176.016,-101.461,194.363,-990.721
ZIH,MEX,176.016,-101.461,194.363,-990.721
ZIH,MEX,176.016,-101.461,194.363,-990.721
ZIH,MEX,176.016,-101.461,194.363,-990.721
MEX,PVR,194.363,-990.721,206.801,-105.254
MEX,PVR,194.363,-990.721,206.801,-105.254
MEX,PVR,194.363,-990.721,206.801,-105.254
MEX,PVR,194.363,-990.721,206.801,-105.254
MEX,PVR,194.363,-990.721,206.801,-105.254
MEX,PVR,194.363,-990.721,206.801,-105.254
MEX,MZT,194.363,-990.721,231.614,-106.266
MEX,GUA,194.363,-990.721,145.833,-905.275
TLC,MTY,193.371,-99.566,257.785,-100.107
MTY,TLC,257.785,-100.107,193.371,-99.566
AGU,MTY,217.056,-102.318,257.785,-100.107
AGU,MTY,217.056,-102.318,257.785,-100.107
CUN,MEX,210.365,-868.771,194.363,-990.721
MEX,LIM,194.363,-990.721,-120.219,-771.143
MEX,LIM,194.363,-990.721,-120.219,-771.143
MEX,LIM,194.363,-990.721,-120.219,-771.143
MEX,LIM,194.363,-990.721,-120.219,-771.143
CUN,BOG,210.365,-868.771,470.159,-741.469
CUN,BOG,210.365,-868.771,470.159,-741.469
CUN,BOG,210.365,-868.771,470.159,-741.469
CUN,MID,210.365,-868.771,20.937,-896.577
MID,VER,20.937,-896.577,191.459,-961.873
MID,VER,20.937,-896.577,191.459,-961.873
MID,VSA,20.937,-896.577,17.997,-928.174
VSA,MID,17.997,-928.174,20.937,-896.577
VSA,MID,17.997,-928.174,20.937,-896.577
VSA,MID,17.997,-928.174,20.937,-896.577
VER,MID,191.459,-961.873,20.937,-896.577
VER,MID,191.459,-961.873,20.937,-896.577
CUN,BZE,210.365,-868.771,175.391,-883.082
CUN,BZE,210.365,-868.771,175.391,-883.082
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
GDL,DFW,205.218,-103.311,328.968,-97.038
GDL,DFW,205.218,-103.311,328.968,-97.038
GDL,DFW,205.218,-103.311,328.968,-97.038
GDL,DFW,205.218,-103.311,328.968,-97.038
GDL,DFW,205.218,-103.311,328.968,-97.038
GDL,DFW,205.218,-103.311,328.968,-97.038
GDL,DFW,205.218,-103.311,328.968,-97.038
GDL,DFW,205.218,-103.311,328.968,-97.038
GDL,DFW,205.218,-103.311,328.968,-97.038
GDL,DFW,205.218,-103.311,328.968,-97.038
GDL,DFW,205.218,-103.311,328.968,-97.038
GDL,DFW,205.218,-103.311,328.968,-97.038
GDL,DFW,205.218,-103.311,328.968,-97.038
GDL,DFW,205.218,-103.311,328.968,-97.038
GDL,DFW,205.218,-103.311,328.968,-97.038
GDL,DFW,205.218,-103.311,328.968,-97.038
GDL,DFW,205.218,-103.311,328.968,-97.038
GDL,DFW,205.218,-103.311,328.968,-97.038
GDL,DFW,205.218,-103.311,328.968,-97.038
GDL,DFW,205.218,-103.311,328.968,-97.038
GDL,DFW,205.218,-103.311,328.968,-97.038
GDL,DFW,205.218,-103.311,328.968,-97.038
GDL,DFW,205.218,-103.311,328.968,-97.038
GDL,DFW,205.218,-103.311,328.968,-97.038
GDL,DFW,205.218,-103.311,328.968,-97.038
GDL,DFW,205.218,-103.311,328.968,-97.038
GDL,DFW,205.218,-103.311,328.968,-97.038
GDL,DFW,205.218,-103.311,328.968,-97.038
GDL,DFW,205.218,-103.311,328.968,-97.038
GDL,DFW,205.218,-103.311,328.968,-97.038
GDL,DFW,205.218,-103.311,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
CUN,DFW,210.365,-868.771,328.968,-97.038
CUN,DFW,210.365,-868.771,328.968,-97.038
CUN,DFW,210.365,-868.771,328.968,-97.038
CUN,DFW,210.365,-868.771,328.968,-97.038
CUN,DFW,210.365,-868.771,328.968,-97.038
CUN,DFW,210.365,-868.771,328.968,-97.038
CUN,DFW,210.365,-868.771,328.968,-97.038
CUN,DFW,210.365,-868.771,328.968,-97.038
CUN,DFW,210.365,-868.771,328.968,-97.038
CUN,DFW,210.365,-868.771,328.968,-97.038
CUN,DFW,210.365,-868.771,328.968,-97.038
CUN,DFW,210.365,-868.771,328.968,-97.038
CUN,DFW,210.365,-868.771,328.968,-97.038
CUN,DFW,210.365,-868.771,328.968,-97.038
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
PVR,DFW,206.801,-105.254,328.968,-97.038
PVR,DFW,206.801,-105.254,328.968,-97.038
CZM,DFW,205.224,-869.256,328.968,-97.038
CZM,DFW,205.224,-869.256,328.968,-97.038
CZM,DFW,205.224,-869.256,328.968,-97.038
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
PVR,DFW,206.801,-105.254,328.968,-97.038
PVR,DFW,206.801,-105.254,328.968,-97.038
CUN,JFK,210.365,-868.771,406.398,-737.789
CUN,DFW,210.365,-868.771,328.968,-97.038
GDL,DFW,205.218,-103.311,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
MEX,MIA,194.363,-990.721,257.932,-802.906
CUN,ORD,210.365,-868.771,419.786,-879.048
CUN,ORD,210.365,-868.771,419.786,-879.048
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
MEX,DFW,194.363,-990.721,328.968,-97.038
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
CUN,MIA,210.365,-868.771,257.932,-802.906
